# Accepted GK 1.407 lifecycle census fixture for Day Wheel Quest Markers 1.1.6.
# Provenance: player runtime census probe 0.1.0, exact source 537835501873cb0d5156a2c5db58b99065f8bad8.
# This is compact derived evidence, not copied game assets/serialized graphs.
npc	branch	multi	index	path	blacklists	taskOwned	independentOwnerRoot	reversible	jumps	acceptedOwner	acceptedOwnerKind	acceptedDisposition
npc_inquisitor	@inquisitor_grave_1_1	843	0	@inquisitor_grave_1_1	@inquisitor_grave_1_1	False	True	False	0	@inquisitor_grave_1_1	self	ADMIT
npc_inquisitor	@inquisitor_grave_1_1	843	0	@inquisitor_grave_1_1>@inquisitor_grave_1_1	@inquisitor_grave_1_1	False	True	False	0	@inquisitor_grave_1_1	self	ADMIT
npc_inquisitor	@inquisitor_grave_2_1	736	1	@inquisitor_grave_2_1	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2_1	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2_1	736	1	@inquisitor_grave_1_1>@inquisitor_grave_2_1	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2_1	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2_1	843	1	@inquisitor_grave_2_1	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2_1	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2_1	843	1	@inquisitor_grave_1_1>@inquisitor_grave_2_1	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2_1	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2a	736	2	@inquisitor_grave_2a	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2a	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2a	736	2	@inquisitor_grave_1_1>@inquisitor_grave_2a	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2a	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2a	843	2	@inquisitor_grave_2a	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2a	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_grave_2a	843	2	@inquisitor_grave_1_1>@inquisitor_grave_2a	@inquisitor_grave_2_1,@inquisitor_grave_2a	True	True	False	0	@inquisitor_grave_2a	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_gypsy	843	13	@inquisitor_gypsy	@inquisitor_gypsy	True	True	False	1	@inquisitor_gypsy	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_magic_item	843	11	@inquisitor_magic_item	@inquisitor_magic_item	False	True	False	1	@inquisitor_magic_item	self	ADMIT
npc_inquisitor	@inquisitor_portal_done	843	7	@inquisitor_portal_done	@inquisitor_portal_done	True	True	False	1	@inquisitor_portal_done	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_portal_guard	736	7	@inquisitor_portal_guard	@inquisitor_portal_guard	False	True	False	1	@inquisitor_portal_guard	self	ADMIT
npc_inquisitor	@inquisitor_portal_guard	736	7	@inquisitor_grave_1_1>@inquisitor_portal_guard	@inquisitor_portal_guard	False	True	False	1	@inquisitor_portal_guard	self	ADMIT
npc_inquisitor	@inquisitor_portal_guard	843	6	@inquisitor_portal_guard	@inquisitor_portal_guard	False	True	False	1	@inquisitor_portal_guard	self	ADMIT
npc_inquisitor	@inquisitor_portal_guard	843	6	@inquisitor_grave_1_1>@inquisitor_portal_guard	@inquisitor_portal_guard	False	True	False	1	@inquisitor_portal_guard	self	ADMIT
npc_inquisitor	@inquisitor_tent	843	4	@inquisitor_tent	@inquisitor_tent	False	True	False	1	@inquisitor_tent	self	ADMIT
npc_inquisitor	@inquisitor_tent_ready	843	5	@inquisitor_tent_ready	@inquisitor_tent_ready	True	True	False	1	@inquisitor_tent_ready	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@inquisitor_wine_ready	843	3	@inquisitor_wine_ready	@inquisitor_wine_ready	True	True	False	1	@inquisitor_wine_ready	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@refugees_s15_1_2	736	8	@refugees_s15_1_2	@refugees_s15_1_2	True	True	False	1	@refugees_s15_1_2	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@refugees_s15_1_2	736	8	@inquisitor_grave_1_1>@refugees_s15_1_2	@refugees_s15_1_2	True	True	False	1	@refugees_s15_1_2	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@refugees_s15_1_2	843	14	@refugees_s15_1_2	@refugees_s15_1_2	True	True	False	1	@refugees_s15_1_2	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@refugees_s15_1_2	843	14	@inquisitor_grave_1_1>@refugees_s15_1_2	@refugees_s15_1_2	True	True	False	1	@refugees_s15_1_2	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@souls_s_s22_ask	736	9	@souls_s_s22_ask	@souls_s_s22_ask	True	True	False	1	@souls_s_s22_ask	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@souls_s_s22_ask	736	9	@inquisitor_grave_1_1>@souls_s_s22_ask	@souls_s_s22_ask	True	True	False	1	@souls_s_s22_ask	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@souls_s_s22_ask	843	15	@souls_s_s22_ask	@souls_s_s22_ask	True	True	False	1	@souls_s_s22_ask	self	SUPPRESS_TASK_OWNED
npc_inquisitor	@souls_s_s22_ask	843	15	@inquisitor_grave_1_1>@souls_s_s22_ask	@souls_s_s22_ask	True	True	False	1	@souls_s_s22_ask	self	SUPPRESS_TASK_OWNED
npc_inquisitor	inquisitor_dark_brain	1556	1	@inquisitor_dark>inquisitor_dark_brain	@inquisitor_dark,inquisitor_dark_brain	True	True	False	0	inquisitor_dark_brain	self	SUPPRESS_TASK_OWNED
npc_inquisitor	inquisitor_dark_hart	1556	0	@inquisitor_dark>inquisitor_dark_hart	@inquisitor_dark,inquisitor_dark_hart	True	True	False	0	inquisitor_dark_hart	self	SUPPRESS_TASK_OWNED
npc_inquisitor	inquisitor_dark_intestine	1556	2	@inquisitor_dark>inquisitor_dark_intestine	@inquisitor_dark,inquisitor_dark_intestine	True	True	False	0	inquisitor_dark_intestine	self	SUPPRESS_TASK_OWNED
npc_cultist	@give_blod_bucket	106	4	@give_blod_bucket	@give_blod_bucket	True	True	False	1	@give_blod_bucket	self	SUPPRESS_TASK_OWNED
npc_cultist	@give_blod_nails	106	5	@give_blod_nails	@give_blod_nails	True	True	False	1	@give_blod_nails	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_10th	106	19	@snake_10th	@snake_10th	False	True	False	1	@snake_10th	self	ADMIT
npc_cultist	@snake_aple	106	15	@snake_aple	@snake_aple	False	True	False	1	@snake_aple	self	ADMIT
npc_cultist	@snake_aple_get	106	16	@snake_aple_get	@snake_aple_get	True	True	False	1	@snake_aple_get	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_buisnes	106	6	@snake_buisnes	@snake_buisnes	False	True	False	1	@snake_buisnes	self	ADMIT
npc_cultist	@snake_final_ritual	106	17	@snake_final_ritual	@snake_final_ritual	False	True	False	0	@snake_final_ritual	self	ADMIT
npc_cultist	@snake_give_key	106	3	@snake_give_key	@snake_give_key	True	True	False	1	@snake_give_key	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_help	985	0	@snake_ritual_help>@snake_help	@snake_help	False	True	False	1	@snake_help	self	ADMIT
npc_cultist	@snake_help_done	985	1	@snake_ritual_help>@snake_help_done	@snake_help_done	True	True	False	1	@snake_help_done	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_instrument	106	9	@snake_instrument	@snake_instrument	False	True	False	1	@snake_instrument	self	ADMIT
npc_cultist	@snake_instrument_ready	106	10	@snake_instrument_ready	@snake_instrument_ready	False	True	False	1	@snake_instrument_ready	self	ADMIT
npc_cultist	@snake_items	106	20	@snake_items	@snake_items	True	True	False	1	@snake_items	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_items_give	106	21	@snake_items_give	@snake_items_give	False	True	False	1	@snake_items_give	self	ADMIT
npc_cultist	@snake_magic_item	106	18	@snake_magic_item	@snake_magic_item	False	True	False	1	@snake_magic_item	self	ADMIT
npc_cultist	@snake_meat_1	106	7	@snake_meat_1	@snake_meat_1,mailbox_stamp	False	True	False	1	@snake_meat_1	self	ADMIT
npc_cultist	@snake_nacklase_0	763	0	@snake_about_nacklase>@snake_nacklase_0	@snake_nacklase_0	False	True	False	1	@snake_nacklase_0	self	ADMIT
npc_cultist	@snake_nacklase_again	763	1	@snake_about_nacklase>@snake_nacklase_again	@snake_nacklase_again	False	True	False	1	@snake_nacklase_again	self	ADMIT
npc_cultist	@snake_nacklase_again_10a	825	0	@snake_about_nacklase>@snake_nacklase_again>@snake_nacklase_again_10a	@snake_nacklase_again_10a	False	True	False	0	@snake_nacklase_again_10a	self	ADMIT
npc_cultist	@snake_nacklase_again_10b	825	1	@snake_about_nacklase>@snake_nacklase_again>@snake_nacklase_again_10b	@snake_nacklase_again_10b	False	True	False	0	@snake_nacklase_again_10b	self	ADMIT
npc_cultist	@snake_nacklase_again_10c	825	2	@snake_about_nacklase>@snake_nacklase_again>@snake_nacklase_again_10c	@snake_nacklase_again_10c	False	True	False	0	@snake_nacklase_again_10c	self	ADMIT
npc_cultist	@snake_necronomicon	106	14	@snake_necronomicon	@snake_necronomicon	True	True	False	1	@snake_necronomicon	self	SUPPRESS_TASK_OWNED
npc_cultist	@snake_pass_1	106	8	@snake_pass_1	@snake_pass_1,mailbox_townpass	False	True	False	1	@snake_pass_1	self	ADMIT
npc_cultist	@snake_sword	106	13	@snake_sword	@snake_sword	True	True	False	1	@snake_sword	self	SUPPRESS_TASK_OWNED
npc_cultist	@souls_s_s33_ask	106	29	@souls_s_s33_ask	@souls_s_s33_ask	True	True	False	1	@souls_s_s33_ask	self	SUPPRESS_TASK_OWNED
npc_cultist	@souls_s_s43_ask	106	30	@souls_s_s43_ask	@souls_s_s43_ask	True	True	False	1	@souls_s_s43_ask	self	SUPPRESS_TASK_OWNED
npc_cultist	@tr_quest_12_after_first_rat_race_1	106	28	@tr_quest_12_after_first_rat_race_1	@tr_quest_12_after_first_rat_race_1	True	True	False	1	@tr_quest_12_after_first_rat_race_1	self	SUPPRESS_TASK_OWNED
npc_cultist	@tr_quest_12_snake_asking_1	106	26	@tr_quest_12_snake_asking_1	@tr_quest_12_snake_asking_1	True	True	False	1	@tr_quest_12_snake_asking_1	self	SUPPRESS_TASK_OWNED
npc_cultist	@tr_quest_12_snake_asking_1_alias	106	27	@tr_quest_12_snake_asking_1_alias	@tr_quest_12_snake_asking_1_alias	False	True	False	1	@tr_quest_12_snake_asking_1_alias	self	ADMIT
npc_cultist	@tr_quest_7_about_booze_again_1	106	25	@tr_quest_7_about_booze_again_1	@tr_quest_7_about_booze_again_1	False	True	False	1	@tr_quest_7_about_booze_again_1	self	ADMIT
npc_cultist	@tr_quest_7_booze_after_week_1	106	24	@tr_quest_7_booze_after_week_1	@tr_quest_7_booze_after_week_1	True	True	False	1	@tr_quest_7_booze_after_week_1	self	SUPPRESS_TASK_OWNED
npc_cultist	@tr_quest_7_snake_booze_1	106	23	@tr_quest_7_snake_booze_1	@tr_quest_7_snake_booze_1	False	True	False	1	@tr_quest_7_snake_booze_1	self	ADMIT
npc_cultist	snake_1a	106	0	snake_1a	snake_1a,snake_1b	False	True	False	1	snake_1a	self	ADMIT
npc_cultist	snake_1b	106	1	snake_1b	snake_1b	False	True	False	1	snake_1b	self	ADMIT
npc_cultist	snake_1с_4a	624	0	@snake_1с>snake_1с_4a	@snake_1с	False	True	False	0	@snake_1с	ancestor	ADMIT
npc_cultist	snake_1с_4b	624	1	@snake_1с>snake_1с_4b	@snake_1с	False	True	False	0	@snake_1с	ancestor	ADMIT
npc_merchant	@merchant_2e_1f	190	5	@merchant_2e>@merchant_2e_1f	@merchant_2e,@merchant_2e_1f	True	True	False	1	@merchant_2e_1f	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_70	38	12	@merchant_70	@merchant_70	False	True	False	1	@merchant_70	self	ADMIT
npc_merchant	@merchant_actress	38	14	@merchant_actress	@merchant_actress	True	True	False	1	@merchant_actress	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_ceremony	38	13	@merchant_ceremony	@merchant_ceremony	True	True	False	1	@merchant_ceremony	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_crate_1	938	4	@merchant_traide_license>@merchant_crate_1	@merchant_crate_1	False	True	False	1	@merchant_crate_1	self	ADMIT
npc_merchant	@merchant_crate_1	938	4	@merchant_business>@merchant_crate_1	@merchant_crate_1	False	True	False	1	@merchant_crate_1	self	ADMIT
npc_merchant	@merchant_dinner	38	8	@merchant_dinner	@merchant_dinner	True	True	False	1	@merchant_dinner	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_favore	38	5	@merchant_favore	@merchant_favore	False	True	False	0	@merchant_favore	self	ADMIT
npc_merchant	@merchant_favore_done	38	6	@merchant_favore_done	@merchant_favore_done	True	True	False	0	@merchant_favore_done	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_forgive	38	3	@merchant_forgive	@merchant_forgive,@merchant_new_trade	False	True	False	0	@merchant_forgive	self	ADMIT
npc_merchant	@merchant_forgive_pay	38	4	@merchant_forgive_pay	@merchant_2e,@merchant_forgive_pay	True	True	False	1	@merchant_forgive_pay	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_magic_item	38	15	@merchant_magic_item	@merchant_magic_item	False	True	False	1	@merchant_magic_item	self	ADMIT
npc_merchant	@merchant_marketing	938	1	@merchant_traide_license>@merchant_marketing	@merchant_marketing	False	True	False	1	@merchant_marketing	self	ADMIT
npc_merchant	@merchant_marketing	938	1	@merchant_business>@merchant_marketing	@merchant_marketing	False	True	False	1	@merchant_marketing	self	ADMIT
npc_merchant	@merchant_marketing_done	938	2	@merchant_traide_license>@merchant_marketing_done	@merchant_business,@merchant_marketing_done	True	True	False	2	@merchant_marketing_done	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_marketing_done	938	2	@merchant_business>@merchant_marketing_done	@merchant_business,@merchant_marketing_done	True	True	False	2	@merchant_marketing_done	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_on_cure	38	7	@merchant_on_cure	@merchant_on_cure,@сlotho_merch_again,сlotho_need_help	True	True	False	1	@merchant_on_cure	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2b>merchant_2b_5a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2b>merchant_2b_5b_2a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2e>merchant_2e_1a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2e>merchant_2e_1b>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2e>merchant_2e_1c>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_2e>@merchant_2e_1f>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_forgive_pay>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_traide_license>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	537	0	@merchant_business>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	0	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2b>merchant_2b_5a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2b>merchant_2b_5b_2a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2e>merchant_2e_1a>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2e>merchant_2e_1b>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2e>merchant_2e_1c>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_2e>@merchant_2e_1f>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_forgive_pay>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_traide_license>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_on_deal_done_4a	938	0	@merchant_business>@merchant_on_deal_done_4a	@merchant_on_deal_done_4a	False	True	False	1	@merchant_on_deal_done_4a	self	ADMIT
npc_merchant	@merchant_sales_done	938	3	@merchant_traide_license>@merchant_sales_done	@merchant_business,@merchant_sales_done	True	True	False	2	@merchant_sales_done	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_sales_done	938	3	@merchant_business>@merchant_sales_done	@merchant_business,@merchant_sales_done	True	True	False	2	@merchant_sales_done	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_strategy	38	10	@merchant_strategy	@merchant_strategy	True	True	False	1	@merchant_strategy	self	SUPPRESS_TASK_OWNED
npc_merchant	@merchant_traide_license	38	9	@merchant_traide_license	@merchant_traide_license	True	True	False	1	@merchant_traide_license	self	SUPPRESS_TASK_OWNED
npc_merchant	@souls_s_s24_ask	38	20	@souls_s_s24_ask	@souls_s_s24_ask	True	True	False	1	@souls_s_s24_ask	self	SUPPRESS_TASK_OWNED
npc_merchant	@tr_quest_15_merchant_vase_1	38	17	@tr_quest_15_merchant_vase_1	@tr_quest_15_merchant_vase_1	True	True	False	1	@tr_quest_15_merchant_vase_1	self	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2a	38	0	merchant_2a	merchant_2a	False	True	False	0	merchant_2a	self	ADMIT
npc_merchant	merchant_2b_5a	75	0	@merchant_2b>merchant_2b_5a	@merchant_2b,@merchant_2e	True	True	False	2	@merchant_2b	ancestor	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2b_5b_2a	98	0	@merchant_2b>merchant_2b_5b_2a	@merchant_2b,@merchant_2e	True	True	False	2	@merchant_2b	ancestor	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2b_5b_2b_4a	127	0	@merchant_2b>merchant_2b_5b_2b_4a	@merchant_2b	True	True	False	0	@merchant_2b	ancestor	SUPPRESS_TASK_OWNED
